"Name","ColorType","SVGLink","PNGLink","AILink","PSDLink"
"Calendar","Monocolor","https://raw.githubusercontent.com/chootugamble/RohansSVGs1/refs/heads/main/Icons/Monocolor/Calendar/Calendar.svg","https://raw.githubusercontent.com/chootugamble/RohansSVGs1/refs/heads/main/Icons/Monocolor/Calendar/Calendar.png","","https://raw.githubusercontent.com/chootugamble/RohansSVGs1/refs/heads/main/Icons/Monocolor/Calendar/Calendar.psd"
"CalendarMinimalist","Monocolor","https://raw.githubusercontent.com/chootugamble/RohansSVGs1/refs/heads/main/Icons/Monocolor/CalendarMinimalist/CalendarMinimalist.svg","https://raw.githubusercontent.com/chootugamble/RohansSVGs1/refs/heads/main/Icons/Monocolor/CalendarMinimalist/CalendarMinimalist.png","","https://raw.githubusercontent.com/chootugamble/RohansSVGs1/refs/heads/main/Icons/Monocolor/CalendarMinimalist/CalendarMinimalist.psd"
"CaretDown","Monocolor","https://raw.githubusercontent.com/chootugamble/RohansSVGs1/refs/heads/main/Icons/Monocolor/CaretDown/CaretDown-01.svg","https://raw.githubusercontent.com/chootugamble/RohansSVGs1/refs/heads/main/Icons/Monocolor/CaretDown/CaretDown.png","https://raw.githubusercontent.com/chootugamble/RohansSVGs1/refs/heads/main/Icons/Monocolor/CaretDown/CaretDown.ai",""
"CaretLeft","Monocolor","https://raw.githubusercontent.com/chootugamble/RohansSVGs1/refs/heads/main/Icons/Monocolor/CaretLeft/CaretLeft-01.svg","https://raw.githubusercontent.com/chootugamble/RohansSVGs1/refs/heads/main/Icons/Monocolor/CaretLeft/CaretLeft.png","https://raw.githubusercontent.com/chootugamble/RohansSVGs1/refs/heads/main/Icons/Monocolor/CaretLeft/CaretLeft.ai",""
"CaretRight","Monocolor","https://raw.githubusercontent.com/chootugamble/RohansSVGs1/refs/heads/main/Icons/Monocolor/CaretRight/CaretRight-01.svg","https://raw.githubusercontent.com/chootugamble/RohansSVGs1/refs/heads/main/Icons/Monocolor/CaretRight/CaretRight.png","https://raw.githubusercontent.com/chootugamble/RohansSVGs1/refs/heads/main/Icons/Monocolor/CaretRight/CaretRight.ai",""
"CaretUp","Monocolor","https://raw.githubusercontent.com/chootugamble/RohansSVGs1/refs/heads/main/Icons/Monocolor/CaretUp/CaretUp-01.svg","https://raw.githubusercontent.com/chootugamble/RohansSVGs1/refs/heads/main/Icons/Monocolor/CaretUp/CaretUp.png","https://raw.githubusercontent.com/chootugamble/RohansSVGs1/refs/heads/main/Icons/Monocolor/CaretUp/CaretUp.ai",""
"ChevronDown","Monocolor","https://raw.githubusercontent.com/chootugamble/RohansSVGs1/refs/heads/main/Icons/Monocolor/ChevronDown/ChevronDown.svg","https://raw.githubusercontent.com/chootugamble/RohansSVGs1/refs/heads/main/Icons/Monocolor/ChevronDown/ChevronDown.png","","https://raw.githubusercontent.com/chootugamble/RohansSVGs1/refs/heads/main/Icons/Monocolor/ChevronDown/ChevronDown.psd"
"ChevronLeft","Monocolor","https://raw.githubusercontent.com/chootugamble/RohansSVGs1/refs/heads/main/Icons/Monocolor/ChevronLeft/ChevronLeft.svg","https://raw.githubusercontent.com/chootugamble/RohansSVGs1/refs/heads/main/Icons/Monocolor/ChevronLeft/ChevronLeft.png","","https://raw.githubusercontent.com/chootugamble/RohansSVGs1/refs/heads/main/Icons/Monocolor/ChevronLeft/ChevronLeft.psd"
"ChevronRight","Monocolor","https://raw.githubusercontent.com/chootugamble/RohansSVGs1/refs/heads/main/Icons/Monocolor/ChevronRight/ChevronRight.svg","https://raw.githubusercontent.com/chootugamble/RohansSVGs1/refs/heads/main/Icons/Monocolor/ChevronRight/ChevronRight.png","","https://raw.githubusercontent.com/chootugamble/RohansSVGs1/refs/heads/main/Icons/Monocolor/ChevronRight/ChevronRight.psd"
"ChevronUp","Monocolor","https://raw.githubusercontent.com/chootugamble/RohansSVGs1/refs/heads/main/Icons/Monocolor/ChevronUp/ChevronUp.svg","https://raw.githubusercontent.com/chootugamble/RohansSVGs1/refs/heads/main/Icons/Monocolor/ChevronUp/ChevronUp.png","","https://raw.githubusercontent.com/chootugamble/RohansSVGs1/refs/heads/main/Icons/Monocolor/ChevronUp/ChevronUp.psd"
"CloseCircleOutline","Monocolor","https://raw.githubusercontent.com/chootugamble/RohansSVGs1/refs/heads/main/Icons/Monocolor/CloseCircleOutline/CloseCircleOutline.svg","https://raw.githubusercontent.com/chootugamble/RohansSVGs1/refs/heads/main/Icons/Monocolor/CloseCircleOutline/CloseCircleOutline.png","https://raw.githubusercontent.com/chootugamble/RohansSVGs1/refs/heads/main/Icons/Monocolor/CloseCircleOutline/CloseCircleOutline.ai",""
"Cutting","Monocolor","https://raw.githubusercontent.com/chootugamble/RohansSVGs1/refs/heads/main/Icons/Monocolor/Cutting/Cutting.svg","https://raw.githubusercontent.com/chootugamble/RohansSVGs1/refs/heads/main/Icons/Monocolor/Cutting/Cutting.png","https://raw.githubusercontent.com/chootugamble/RohansSVGs1/refs/heads/main/Icons/Monocolor/Cutting/Cutting.ai",""
"DoubleChevronDown","Monocolor","https://raw.githubusercontent.com/chootugamble/RohansSVGs1/refs/heads/main/Icons/Monocolor/DoubleChevronDown/DoubleChevronDown.svg","https://raw.githubusercontent.com/chootugamble/RohansSVGs1/refs/heads/main/Icons/Monocolor/DoubleChevronDown/DoubleChevronDown.png","","https://raw.githubusercontent.com/chootugamble/RohansSVGs1/refs/heads/main/Icons/Monocolor/DoubleChevronDown/DoubleChevronDown.psd"
"DoubleChevronLeft","Monocolor","https://raw.githubusercontent.com/chootugamble/RohansSVGs1/refs/heads/main/Icons/Monocolor/DoubleChevronLeft/DoubleChevronLeft.svg","https://raw.githubusercontent.com/chootugamble/RohansSVGs1/refs/heads/main/Icons/Monocolor/DoubleChevronLeft/DoubleChevronLeft.png","","https://raw.githubusercontent.com/chootugamble/RohansSVGs1/refs/heads/main/Icons/Monocolor/DoubleChevronLeft/DoubleChevronLeft.psd"
"DoubleChevronRight","Monocolor","https://raw.githubusercontent.com/chootugamble/RohansSVGs1/refs/heads/main/Icons/Monocolor/DoubleChevronRight/DoubleChevronRight.svg","https://raw.githubusercontent.com/chootugamble/RohansSVGs1/refs/heads/main/Icons/Monocolor/DoubleChevronRight/DoubleChevronRight.png","","https://raw.githubusercontent.com/chootugamble/RohansSVGs1/refs/heads/main/Icons/Monocolor/DoubleChevronRight/DoubleChevronRight.psd"
"DoubleChevronUp","Monocolor","https://raw.githubusercontent.com/chootugamble/RohansSVGs1/refs/heads/main/Icons/Monocolor/DoubleChevronUp/DoubleChevronUp.svg","https://raw.githubusercontent.com/chootugamble/RohansSVGs1/refs/heads/main/Icons/Monocolor/DoubleChevronUp/DoubleChevronUp.png","","https://raw.githubusercontent.com/chootugamble/RohansSVGs1/refs/heads/main/Icons/Monocolor/DoubleChevronUp/DoubleChevronUp.psd"
"EditFill","Monocolor","https://raw.githubusercontent.com/chootugamble/RohansSVGs1/refs/heads/main/Icons/Monocolor/EditFill/EditFill.svg","https://raw.githubusercontent.com/chootugamble/RohansSVGs1/refs/heads/main/Icons/Monocolor/EditFill/EditFill.png","https://raw.githubusercontent.com/chootugamble/RohansSVGs1/refs/heads/main/Icons/Monocolor/EditFill/EditFill.ai",""
"FluentAlbumAdd","Monocolor","https://raw.githubusercontent.com/chootugamble/RohansSVGs1/refs/heads/main/Icons/Monocolor/FluentAlbumAdd/FluentAlbumAdd.svg","https://raw.githubusercontent.com/chootugamble/RohansSVGs1/refs/heads/main/Icons/Monocolor/FluentAlbumAdd/FluentAlbumAdd.png","https://raw.githubusercontent.com/chootugamble/RohansSVGs1/refs/heads/main/Icons/Monocolor/FluentAlbumAdd/FluentAlbumAdd.ai",""
"FluentAttach","Monocolor","https://raw.githubusercontent.com/chootugamble/RohansSVGs1/refs/heads/main/Icons/Monocolor/FluentAttach/FluentAttach.svg","https://raw.githubusercontent.com/chootugamble/RohansSVGs1/refs/heads/main/Icons/Monocolor/FluentAttach/FluentAttach.png","https://raw.githubusercontent.com/chootugamble/RohansSVGs1/refs/heads/main/Icons/Monocolor/FluentAttach/FluentAttach.ai",""
"FluentBarcodeScanner","Monocolor","https://raw.githubusercontent.com/chootugamble/RohansSVGs1/refs/heads/main/Icons/Monocolor/FluentBarcodeScanner/FluentBarcodeScanner.svg","https://raw.githubusercontent.com/chootugamble/RohansSVGs1/refs/heads/main/Icons/Monocolor/FluentBarcodeScanner/FluentBarcodeScanner.png","https://raw.githubusercontent.com/chootugamble/RohansSVGs1/refs/heads/main/Icons/Monocolor/FluentBarcodeScanner/FluentBarcodeScanner.ai",""
"FluentBookSearch","Monocolor","https://raw.githubusercontent.com/chootugamble/RohansSVGs1/refs/heads/main/Icons/Monocolor/FluentBookSearch/FluentBookSearch.svg","https://raw.githubusercontent.com/chootugamble/RohansSVGs1/refs/heads/main/Icons/Monocolor/FluentBookSearch/FluentBookSearch.png","https://raw.githubusercontent.com/chootugamble/RohansSVGs1/refs/heads/main/Icons/Monocolor/FluentBookSearch/FluentBookSearch.ai",""
"FluentBoxSearch","Monocolor","https://raw.githubusercontent.com/chootugamble/RohansSVGs1/refs/heads/main/Icons/Monocolor/FluentBoxSearch/FluentBoxSearch.svg","https://raw.githubusercontent.com/chootugamble/RohansSVGs1/refs/heads/main/Icons/Monocolor/FluentBoxSearch/FluentBoxSearch.png","https://raw.githubusercontent.com/chootugamble/RohansSVGs1/refs/heads/main/Icons/Monocolor/FluentBoxSearch/FluentBoxSearch.ai",""
"FluentCamera","Monocolor","https://raw.githubusercontent.com/chootugamble/RohansSVGs1/refs/heads/main/Icons/Monocolor/FluentCamera/FluentCamera.svg","https://raw.githubusercontent.com/chootugamble/RohansSVGs1/refs/heads/main/Icons/Monocolor/FluentCamera/FluentCamera.png","https://raw.githubusercontent.com/chootugamble/RohansSVGs1/refs/heads/main/Icons/Monocolor/FluentCamera/FluentCamera.ai",""
"FluentChannelAdd","Monocolor","https://raw.githubusercontent.com/chootugamble/RohansSVGs1/refs/heads/main/Icons/Monocolor/FluentChannelAdd/FluentChannelAdd.svg","https://raw.githubusercontent.com/chootugamble/RohansSVGs1/refs/heads/main/Icons/Monocolor/FluentChannelAdd/FluentChannelAdd.png","https://raw.githubusercontent.com/chootugamble/RohansSVGs1/refs/heads/main/Icons/Monocolor/FluentChannelAdd/FluentChannelAdd.ai",""
"FluentCheckmarkLock","Monocolor","https://raw.githubusercontent.com/chootugamble/RohansSVGs1/refs/heads/main/Icons/Monocolor/FluentCheckmarkLock/FluentCheckmarkLock.svg","https://raw.githubusercontent.com/chootugamble/RohansSVGs1/refs/heads/main/Icons/Monocolor/FluentCheckmarkLock/FluentCheckmarkLock.png","https://raw.githubusercontent.com/chootugamble/RohansSVGs1/refs/heads/main/Icons/Monocolor/FluentCheckmarkLock/FluentCheckmarkLock.ai",""
"FluentCheckSync","Monocolor","https://raw.githubusercontent.com/chootugamble/RohansSVGs1/refs/heads/main/Icons/Monocolor/FluentCheckSync/FluentCheckSync.svg","https://raw.githubusercontent.com/chootugamble/RohansSVGs1/refs/heads/main/Icons/Monocolor/FluentCheckSync/FluentCheckSync.png","https://raw.githubusercontent.com/chootugamble/RohansSVGs1/refs/heads/main/Icons/Monocolor/FluentCheckSync/FluentCheckSync.ai",""
"FluentClipboardTask","Monocolor","https://raw.githubusercontent.com/chootugamble/RohansSVGs1/refs/heads/main/Icons/Monocolor/FluentClipboardTask/FluentClipboardTask.svg","https://raw.githubusercontent.com/chootugamble/RohansSVGs1/refs/heads/main/Icons/Monocolor/FluentClipboardTask/FluentClipboardTask.png","https://raw.githubusercontent.com/chootugamble/RohansSVGs1/refs/heads/main/Icons/Monocolor/FluentClipboardTask/FluentClipboardTask.ai",""
"FluentCopy","Monocolor","https://raw.githubusercontent.com/chootugamble/RohansSVGs1/refs/heads/main/Icons/Monocolor/FluentCopy/FluentCopy.svg","https://raw.githubusercontent.com/chootugamble/RohansSVGs1/refs/heads/main/Icons/Monocolor/FluentCopy/FluentCopy.png","https://raw.githubusercontent.com/chootugamble/RohansSVGs1/refs/heads/main/Icons/Monocolor/FluentCopy/FluentCopy.ai",""
"FluentCopyOutline","Monocolor","https://raw.githubusercontent.com/chootugamble/RohansSVGs1/refs/heads/main/Icons/Monocolor/FluentCopyOutline/FluentCopyOutline.svg","https://raw.githubusercontent.com/chootugamble/RohansSVGs1/refs/heads/main/Icons/Monocolor/FluentCopyOutline/FluentCopyOutline.png","https://raw.githubusercontent.com/chootugamble/RohansSVGs1/refs/heads/main/Icons/Monocolor/FluentCopyOutline/FluentCopyOutline.ai",""
"FluentDelete","Monocolor","https://raw.githubusercontent.com/chootugamble/RohansSVGs1/refs/heads/main/Icons/Monocolor/FluentDelete/FluentDelete.svg","https://raw.githubusercontent.com/chootugamble/RohansSVGs1/refs/heads/main/Icons/Monocolor/FluentDelete/FluentDelete.png","https://raw.githubusercontent.com/chootugamble/RohansSVGs1/refs/heads/main/Icons/Monocolor/FluentDelete/FluentDelete.ai",""
"FluentDeleteLines","Monocolor","https://raw.githubusercontent.com/chootugamble/RohansSVGs1/refs/heads/main/Icons/Monocolor/FluentDeleteLines/FluentDeleteLines.svg","https://raw.githubusercontent.com/chootugamble/RohansSVGs1/refs/heads/main/Icons/Monocolor/FluentDeleteLines/FluentDeleteLines.png","https://raw.githubusercontent.com/chootugamble/RohansSVGs1/refs/heads/main/Icons/Monocolor/FluentDeleteLines/FluentDeleteLines.ai",""
"FluentDocumentEdit","Monocolor","https://raw.githubusercontent.com/chootugamble/RohansSVGs1/refs/heads/main/Icons/Monocolor/FluentDocumentEdit/FluentDocumentEdit.svg","https://raw.githubusercontent.com/chootugamble/RohansSVGs1/refs/heads/main/Icons/Monocolor/FluentDocumentEdit/FluentDocumentEdit.png","https://raw.githubusercontent.com/chootugamble/RohansSVGs1/refs/heads/main/Icons/Monocolor/FluentDocumentEdit/FluentDocumentEdit.ai",""
"FluentDocumentSearch","Monocolor","https://raw.githubusercontent.com/chootugamble/RohansSVGs1/refs/heads/main/Icons/Monocolor/FluentDocumentSearch/FluentDocumentSearch.svg","https://raw.githubusercontent.com/chootugamble/RohansSVGs1/refs/heads/main/Icons/Monocolor/FluentDocumentSearch/FluentDocumentSearch.png","https://raw.githubusercontent.com/chootugamble/RohansSVGs1/refs/heads/main/Icons/Monocolor/FluentDocumentSearch/FluentDocumentSearch.ai",""
"FluentEdit","Monocolor","https://raw.githubusercontent.com/chootugamble/RohansSVGs1/refs/heads/main/Icons/Monocolor/FluentEdit/FluentEdit.svg","https://raw.githubusercontent.com/chootugamble/RohansSVGs1/refs/heads/main/Icons/Monocolor/FluentEdit/FluentEdit.png","https://raw.githubusercontent.com/chootugamble/RohansSVGs1/refs/heads/main/Icons/Monocolor/FluentEdit/FluentEdit.ai",""
"FluentFolderOpen","Monocolor","https://raw.githubusercontent.com/chootugamble/RohansSVGs1/refs/heads/main/Icons/Monocolor/FluentFolderOpen/FluentFolderOpen.svg","https://raw.githubusercontent.com/chootugamble/RohansSVGs1/refs/heads/main/Icons/Monocolor/FluentFolderOpen/FluentFolderOpen.png","https://raw.githubusercontent.com/chootugamble/RohansSVGs1/refs/heads/main/Icons/Monocolor/FluentFolderOpen/FluentFolderOpen.ai",""
"FluentInsert","Monocolor","https://raw.githubusercontent.com/chootugamble/RohansSVGs1/refs/heads/main/Icons/Monocolor/FluentInsert/FluentInsert.svg","https://raw.githubusercontent.com/chootugamble/RohansSVGs1/refs/heads/main/Icons/Monocolor/FluentInsert/FluentInsert.png","https://raw.githubusercontent.com/chootugamble/RohansSVGs1/refs/heads/main/Icons/Monocolor/FluentInsert/FluentInsert.ai",""
"FluentMailAdd","Monocolor","https://raw.githubusercontent.com/chootugamble/RohansSVGs1/refs/heads/main/Icons/Monocolor/FluentMailAdd/FluentMailAdd.svg","https://raw.githubusercontent.com/chootugamble/RohansSVGs1/refs/heads/main/Icons/Monocolor/FluentMailAdd/FluentMailAdd.png","https://raw.githubusercontent.com/chootugamble/RohansSVGs1/refs/heads/main/Icons/Monocolor/FluentMailAdd/FluentMailAdd.ai",""
"FluentMoreVertical","Monocolor","https://raw.githubusercontent.com/chootugamble/RohansSVGs1/refs/heads/main/Icons/Monocolor/FluentMoreVertical/FluentMoreVertical.svg","https://raw.githubusercontent.com/chootugamble/RohansSVGs1/refs/heads/main/Icons/Monocolor/FluentMoreVertical/FluentMoreVertical.png","https://raw.githubusercontent.com/chootugamble/RohansSVGs1/refs/heads/main/Icons/Monocolor/FluentMoreVertical/FluentMoreVertical.ai",""
"FluentPrint","Monocolor","https://raw.githubusercontent.com/chootugamble/RohansSVGs1/refs/heads/main/Icons/Monocolor/FluentPrint/FluentPrint.svg","https://raw.githubusercontent.com/chootugamble/RohansSVGs1/refs/heads/main/Icons/Monocolor/FluentPrint/FluentPrint.png","https://raw.githubusercontent.com/chootugamble/RohansSVGs1/refs/heads/main/Icons/Monocolor/FluentPrint/FluentPrint.ai",""
"FluentReceiptSearch","Monocolor","https://raw.githubusercontent.com/chootugamble/RohansSVGs1/refs/heads/main/Icons/Monocolor/FluentReceiptSearch/FluentReceiptSearch.svg","https://raw.githubusercontent.com/chootugamble/RohansSVGs1/refs/heads/main/Icons/Monocolor/FluentReceiptSearch/FluentReceiptSearch.png","https://raw.githubusercontent.com/chootugamble/RohansSVGs1/refs/heads/main/Icons/Monocolor/FluentReceiptSearch/FluentReceiptSearch.ai",""
"FluentSave","Monocolor","https://raw.githubusercontent.com/chootugamble/RohansSVGs1/refs/heads/main/Icons/Monocolor/FluentSave/FluentSave.svg","https://raw.githubusercontent.com/chootugamble/RohansSVGs1/refs/heads/main/Icons/Monocolor/FluentSave/FluentSave.png","https://raw.githubusercontent.com/chootugamble/RohansSVGs1/refs/heads/main/Icons/Monocolor/FluentSave/FluentSave.ai",""
"FluentScales","Monocolor","https://raw.githubusercontent.com/chootugamble/RohansSVGs1/refs/heads/main/Icons/Monocolor/FluentScales/FluentScales.svg","https://raw.githubusercontent.com/chootugamble/RohansSVGs1/refs/heads/main/Icons/Monocolor/FluentScales/FluentScales.png","https://raw.githubusercontent.com/chootugamble/RohansSVGs1/refs/heads/main/Icons/Monocolor/FluentScales/FluentScales.ai",""
"FluentSearch","Monocolor","https://raw.githubusercontent.com/chootugamble/RohansSVGs1/refs/heads/main/Icons/Monocolor/FluentSearch/FluentSearch.svg","https://raw.githubusercontent.com/chootugamble/RohansSVGs1/refs/heads/main/Icons/Monocolor/FluentSearch/FluentSearch.png","https://raw.githubusercontent.com/chootugamble/RohansSVGs1/refs/heads/main/Icons/Monocolor/FluentSearch/FluentSearch.ai",""
